person_id,age,age_group,gender,road_user
813,48,41-65,Male,Pedal cyclist
814,61,41-65,Female,Motorcycle pillion passenger
815,28,26-40,Female,Pedal cyclist
816,13,0-17,Female,Passenger
817,86,65+,Female,
818,14,0-17,Female,Pedal cyclist
819,14,0-17,Male,Driver
820,27,26-40,Female,Pedal cyclist
821,71,65+,Male,
822,59,41-65,Female,
823,65,65+,Female,
824,0,0-17,,Passenger
825,45,41-65,Female,Passenger
826,41,41-65,Female,Pedestrian
827,95,65+,Male,Passenger
828,30,26-40,Female,Motorcycle rider
829,76,65+,Male,Passenger
830,77,65+,Male,Pedal cyclist
831,0,0-17,Male,
832,21,18-25,Female,
833,17,18-25,Female,Pedestrian
834,46,41-65,Female,Pedestrian
835,39,26-40,Female,Motorcycle rider
836,23,18-25,Male,Pedal cyclist
837,48,41-65,Male,Motorcycle pillion passenger
838,94,65+,Male,
839,73,65+,Female,Motorcycle rider
840,97,65+,Male,Pedestrian
841,19,18-25,Female,Pedal cyclist
842,22,18-25,Female,
843,21,18-25,Male,
844,76,65+,Female,Pedal cyclist
845,42,41-65,Female,Pedal cyclist
846,91,65+,Male,
847,94,65+,Male,Pedestrian
848,96,65+,Male,Passenger
849,35,26-40,Female,Motorcycle rider
850,6,0-17,Male,Motorcycle rider
851,45,41-65,Female,Motorcycle rider
852,45,41-65,Female,Motorcycle pillion passenger
853,101,65+,Female,Passenger
854,0,0-17,Female,
855,48,41-65,Female,Motorcycle rider
856,35,26-40,Female,Pedal cyclist
857,98,65+,Female,
858,50,41-65,Female,Motorcycle pillion passenger
859,49,41-65,Female,Motorcycle pillion passenger
860,14,0-17,Male,Motorcycle pillion passenger
861,61,41-65,Female,
862,16,0-17,Male,Motorcycle pillion passenger
863,33,26-40,Female,Pedal cyclist
864,36,26-40,Female,Motorcycle rider
865,10,0-17,Female,Motorcycle pillion passenger
866,31,26-40,Female,Motorcycle rider
867,23,18-25,Male,
868,66,65+,Female,Pedal cyclist
869,51,41-65,Female,Motorcycle rider
870,18,18-25,Male,Motorcycle pillion passenger
871,5,0-17,Male,
872,12,0-17,Male,Pedal cyclist
873,96,65+,Male,Pedestrian
874,92,65+,Female,Passenger
875,93,65+,Male,Pedal cyclist
876,25,26-40,Male,Motorcycle pillion passenger
877,69,65+,Female,Pedal cyclist
878,88,65+,Male,Pedal cyclist
879,43,41-65,Female,Motorcycle pillion passenger
880,31,26-40,Male,Motorcycle pillion passenger
881,84,65+,Male,Motorcycle rider
882,97,65+,Female,Driver
883,92,65+,Male,Pedal cyclist
884,42,41-65,Female,Motorcycle rider
885,42,41-65,Female,Motorcycle pillion passenger
886,55,41-65,Female,Motorcycle pillion passenger
887,28,26-40,Female,Motorcycle pillion passenger
888,37,26-40,Female,Pedal cyclist
889,7,0-17,Male,Driver
890,100,65+,Male,Pedestrian
891,7,0-17,Male,Pedal cyclist
892,22,18-25,Male,
893,26,26-40,Male,
894,26,26-40,Male,Motorcycle pillion passenger
895,64,41-65,Female,Motorcycle rider
896,58,41-65,Female,Motorcycle pillion passenger
897,57,41-65,Female,Pedal cyclist
898,43,41-65,Female,Pedal cyclist
899,39,26-40,Male,Pedal cyclist
900,29,26-40,Female,Motorcycle rider
901,86,65+,Male,Motorcycle rider
902,49,41-65,Female,Pedal cyclist
903,18,18-25,Male,
904,33,26-40,Male,Pedal cyclist
905,48,41-65,Female,Pedal cyclist
906,43,41-65,Male,Motorcycle pillion passenger
907,37,26-40,Female,Motorcycle rider
908,40,41-65,Female,Pedal cyclist
909,31,26-40,Female,Pedal cyclist
910,99,65+,Female,Passenger
911,81,65+,Female,Motorcycle rider
912,38,26-40,Female,Motorcycle rider
913,33,26-40,Female,Motorcycle pillion passenger
914,82,65+,Male,
915,58,41-65,Female,Pedal cyclist
916,60,41-65,Female,
917,50,41-65,Female,Motorcycle rider
918,30,26-40,Male,Motorcycle pillion passenger
919,7,0-17,Female,Pedestrian
920,13,0-17,Female,Pedestrian
921,34,26-40,Female,Motorcycle pillion passenger
922,96,65+,Female,Driver
923,87,65+,Male,Pedal cyclist
924,26,26-40,Female,
925,32,26-40,Female,
926,7,0-17,Female,Motorcycle pillion passenger
927,18,18-25,Female,
928,39,26-40,Female,Motorcycle pillion passenger
929,18,18-25,Female,Motorcycle pillion passenger
930,13,0-17,Male,Pedal cyclist
931,15,0-17,Male,Motorcycle pillion passenger
932,52,41-65,Female,Motorcycle pillion passenger
933,20,18-25,Female,Motorcycle pillion passenger
934,15,0-17,Female,Motorcycle rider
935,26,26-40,Female,Pedal cyclist
936,13,0-17,Female,Driver
937,64,41-65,Female,Motorcycle pillion passenger
938,27,26-40,Male,Motorcycle pillion passenger
939,89,65+,Male,
940,66,65+,Female,Motorcycle rider
941,51,41-65,Female,Motorcycle pillion passenger
942,28,26-40,Female,Motorcycle rider
943,85,65+,Male,Pedal cyclist
944,10,0-17,Male,Pedal cyclist
945,16,0-17,Female,
946,16,0-17,Female,Motorcycle rider
947,19,18-25,Male,Motorcycle pillion passenger
948,40,41-65,Male,Motorcycle pillion passenger
949,53,41-65,Female,Motorcycle pillion passenger
950,59,41-65,Female,Pedal cyclist
951,25,26-40,Female,Motorcycle pillion passenger
952,32,26-40,Female,Motorcycle rider
953,98,65+,Male,Pedestrian
954,2,0-17,Male,Motorcycle pillion passenger
955,26,26-40,Female,Motorcycle pillion passenger
956,57,41-65,Female,Motorcycle pillion passenger
957,46,41-65,Male,Motorcycle pillion passenger
958,91,65+,Female,
959,36,26-40,Male,Motorcycle pillion passenger
960,12,0-17,Male,Motorcycle rider
961,61,41-65,Female,Pedal cyclist
962,32,26-40,Female,Motorcycle pillion passenger
963,46,41-65,Female,Motorcycle pillion passenger
964,98,65+,Male,Driver
965,6,0-17,Male,Pedal cyclist
966,56,41-65,Female,Motorcycle pillion passenger
967,20,18-25,Male,
968,91,65+,Male,Motorcycle rider
969,69,65+,Female,Motorcycle pillion passenger
970,0,0-17,Female,Pedestrian
971,38,26-40,Female,Pedal cyclist
972,11,0-17,Male,Motorcycle rider
973,21,18-25,Female,Motorcycle rider
974,38,26-40,Female,Motorcycle pillion passenger
975,16,0-17,Female,Motorcycle pillion passenger
976,25,26-40,Female,Pedal cyclist
977,62,41-65,Female,Motorcycle rider
978,10,0-17,Male,Motorcycle rider
979,0,0-17,Male,Driver
980,0,0-17,,Driver
981,6,0-17,Female,Pedestrian
982,0,0-17,Male,Pedal cyclist
983,24,18-25,Female,Motorcycle rider
984,29,26-40,Female,Pedal cyclist
985,3,0-17,Male,Pedal cyclist
986,36,26-40,Female,Motorcycle pillion passenger
987,67,65+,Female,Pedal cyclist
988,18,18-25,Female,Pedal cyclist
989,66,65+,Female,Motorcycle pillion passenger
990,83,65+,Female,Pedal cyclist
991,11,0-17,Female,Pedal cyclist
992,89,65+,Male,Motorcycle rider
993,49,41-65,Male,
994,59,41-65,Female,Motorcycle pillion passenger
995,48,41-65,Male,
996,37,26-40,Male,
997,21,18-25,Female,Motorcycle pillion passenger
998,12,0-17,Female,Motorcycle pillion passenger
999,40,41-65,Female,Motorcycle pillion passenger
1000,40,41-65,Male,
1001,5,0-17,Male,Motorcycle rider
1002,51,41-65,Female,
1003,73,65+,Female,Pedal cyclist
1004,15,0-17,Female,Pedal cyclist
1005,54,41-65,Female,Pedal cyclist
1006,56,41-65,Female,
1007,10,0-17,Female,Driver
1008,0,0-17,Female,Driver
1009,8,0-17,Male,Motorcycle rider
1010,8,0-17,Male,Motorcycle pillion passenger
1011,12,0-17,Male,Driver
1012,33,26-40,Male,
1013,9,0-17,Male,Motorcycle rider
1014,10,0-17,Female,Pedal cyclist
1015,95,65+,Male,Driver
1016,48,41-65,Female,Motorcycle pillion passenger
1017,44,41-65,Female,Motorcycle pillion passenger
1018,51,41-65,Female,Pedal cyclist
1019,68,65+,Female,Motorcycle rider
1020,10,0-17,Male,Driver
1021,53,41-65,Female,Pedal cyclist
1022,12,0-17,Male,Motorcycle pillion passenger
1023,10,0-17,Female,
1024,75,65+,Female,Pedal cyclist
1025,23,18-25,Female,Pedal cyclist
1026,25,26-40,Female,
1027,20,18-25,Female,
1028,23,18-25,Female,
1029,5,0-17,Female,Pedal cyclist
1030,97,65+,Female,Pedestrian
1031,24,18-25,Male,Motorcycle pillion passenger
1032,28,26-40,Male,Motorcycle pillion passenger
1033,91,65+,Male,Pedal cyclist
1034,71,65+,Female,Pedal cyclist
1035,11,0-17,Male,Motorcycle pillion passenger
1036,7,0-17,Male,Motorcycle pillion passenger
1037,42,41-65,Male,Motorcycle pillion passenger
1038,30,26-40,Female,Motorcycle pillion passenger
1039,3,0-17,Female,Motorcycle rider
1040,6,0-17,Female,Pedal cyclist
1041,13,0-17,Female,Pedal cyclist
1042,24,18-25,Female,Pedal cyclist
1043,37,26-40,Male,Motorcycle pillion passenger
1044,16,0-17,Female,Pedal cyclist
1045,11,0-17,Female,Driver
1046,71,65+,Female,Motorcycle rider
1047,80,65+,Male,
1048,17,18-25,Male,
1049,90,65+,Male,Pedal cyclist
1050,10,0-17,Female,Motorcycle rider
1051,13,0-17,Male,Motorcycle pillion passenger
1052,99,65+,Male,Passenger
1053,14,0-17,Female,Motorcycle rider
1054,88,65+,Male,Motorcycle rider
1055,68,65+,Female,Motorcycle pillion passenger
1056,8,0-17,Female,Pedal cyclist
1057,14,0-17,Male,
1058,12,0-17,Female,Pedal cyclist
1059,46,41-65,Female,Pedal cyclist
1060,34,26-40,Male,Motorcycle pillion passenger
1061,27,26-40,Female,
1062,34,26-40,Female,Pedal cyclist
1063,9,0-17,Female,Pedal cyclist
1064,39,26-40,Female,Pedal cyclist
1065,35,26-40,Male,Motorcycle pillion passenger
1066,45,41-65,Male,Motorcycle pillion passenger
1067,14,0-17,Female,Motorcycle pillion passenger
1068,47,41-65,Male,Motorcycle pillion passenger
1069,11,0-17,Male,Driver
1070,29,26-40,Male,Motorcycle pillion passenger
1071,7,0-17,Female,Pedal cyclist
