date_id,year,month,quarter,day_of_week_name,day_type
3723,2024,4,2,Monday,Weekend
3724,2024,4,2,Monday,Weekday
3725,2024,4,2,Saturday,Weekend
3726,2024,4,2,Sunday,Weekend
3727,2024,4,2,Thursday,Weekday
3728,2024,4,2,Tuesday,Weekday
3729,2024,4,2,Wednesday,Weekday
3730,2024,5,2,Friday,Weekday
3731,2024,5,2,Friday,Weekend
3732,2024,5,2,Monday,Weekday
3733,2024,5,2,Saturday,Weekend
3734,2024,5,2,Sunday,Weekend
3735,2024,5,2,Thursday,Weekday
3736,2024,5,2,Tuesday,Weekday
3737,2024,5,2,Wednesday,Weekday
3738,2024,6,2,Friday,Weekday
3739,2024,6,2,Friday,Weekend
3740,2024,6,2,Monday,Weekend
3741,2024,6,2,Monday,Weekday
3742,2024,6,2,Saturday,Weekend
3743,2024,6,2,Sunday,Weekend
3744,2024,6,2,Thursday,Weekday
3745,2024,6,2,Tuesday,Weekday
3746,2024,6,2,Wednesday,Weekday
3747,2024,7,3,Friday,Weekday
3748,2024,7,3,Friday,Weekend
3749,2024,7,3,Monday,Weekday
3750,2024,7,3,Saturday,Weekend
3751,2024,7,3,Sunday,Weekend
3752,2024,7,3,Thursday,Weekday
3753,2024,7,3,Tuesday,Weekday
3754,2024,7,3,Wednesday,Weekday
3755,2024,8,3,Friday,Weekday
3756,2024,8,3,Friday,Weekend
3757,2024,8,3,Monday,Weekend
3758,2024,8,3,Monday,Weekday
3759,2024,8,3,Saturday,Weekend
3760,2024,8,3,Sunday,Weekend
3761,2024,8,3,Thursday,Weekday
3762,2024,8,3,Tuesday,Weekday
3763,2024,8,3,Wednesday,Weekday
3764,2024,9,3,Friday,Weekday
3765,2024,9,3,Friday,Weekend
3766,2024,9,3,Monday,Weekday
3767,2024,9,3,Saturday,Weekend
3768,2024,9,3,Sunday,Weekend
3769,2024,9,3,Thursday,Weekday
3770,2024,9,3,Tuesday,Weekday
3771,2024,9,3,Wednesday,Weekday
3772,2024,10,4,Friday,Weekday
3773,2024,10,4,Friday,Weekend
3774,2024,10,4,Monday,Weekend
3775,2024,10,4,Monday,Weekday
3776,2024,10,4,Saturday,Weekend
3777,2024,10,4,Sunday,Weekend
3778,2024,10,4,Thursday,Weekday
3779,2024,10,4,Tuesday,Weekday
3780,2024,10,4,Wednesday,Weekday
3781,2024,11,4,Friday,Weekday
3782,2024,11,4,Friday,Weekend
3783,2024,11,4,Monday,Weekday
3784,2024,11,4,Saturday,Weekend
3785,2024,11,4,Sunday,Weekend
3786,2024,11,4,Thursday,Weekday
3787,2024,11,4,Tuesday,Weekday
3788,2024,11,4,Wednesday,Weekday
3789,2024,12,4,Friday,Weekday
3790,2024,12,4,Friday,Weekend
3791,2024,12,4,Monday,Weekend
3792,2024,12,4,Monday,Weekday
3793,2024,12,4,Saturday,Weekend
3794,2024,12,4,Sunday,Weekend
3795,2024,12,4,Thursday,Weekday
3796,2024,12,4,Tuesday,Weekday
3797,2024,12,4,Wednesday,Weekday
