fact_crash_id,crash_id,date_id,holiday_id,location_id,road_id,vehicle_id,crash_type_id,number_fatalities,crash_count
20245098,20245098,3013,2,7,17,2,1,1,1
20243153,20243153,3013,2,84,5,2,2,1,1
20242161,20242161,3013,2,45,26,1,1,1,1
20243172,20243172,3013,2,85,33,1,1,1,1
20241236,20241236,3013,2,86,28,1,2,1,1
20245162,20245162,3013,2,7,17,1,1,1,1
20241188,20241188,3013,2,86,4,1,1,1,1
20245056,20245056,3013,2,7,34,5,1,1,1
20245008,20245008,3013,2,7,16,1,1,1,1
20243191,20243191,3013,2,87,5,1,2,2,1
20241256,20241256,3013,2,63,1,1,2,2,1
20242019,20242019,3013,2,88,4,1,2,1,1
20243008,20243008,3013,2,68,11,8,2,1,1
20243041,20243041,3013,2,89,5,1,1,1,1
20243001,20243001,3013,2,27,20,1,1,1,1
20244021,20244021,3013,2,90,25,1,1,1,1
20243113,20243113,3013,2,70,7,1,1,1,1
20241107,20241107,3013,2,91,1,1,1,1,1
20243022,20243022,3014,2,92,13,1,1,1,1
20248002,20248002,3014,2,93,28,1,1,1,1
20242088,20242088,3014,2,94,31,1,1,1,1
20241173,20241173,3014,2,95,9,2,1,2,1
20241004,20241004,3014,2,96,3,1,1,1,1
20246004,20246004,3014,2,97,9,7,2,1,1
20241201,20241201,3014,2,98,3,1,2,1,1
20241029,20241029,3014,2,99,20,1,1,1,1
20243005,20243005,3014,2,68,12,1,2,1,1
20241261,20241261,3014,2,16,29,1,2,1,1
20244024,20244024,3014,2,25,2,1,1,1,1
20245004,20245004,3014,2,7,14,5,1,1,1
20245134,20245134,3014,2,7,14,1,1,1,1
20241215,20241215,3014,2,100,4,1,2,1,1
20243186,20243186,3014,2,48,2,1,1,1,1
20243208,20243208,3014,2,101,35,1,1,1,1
20241134,20241134,3015,2,52,28,1,2,1,1
20243040,20243040,3015,2,8,12,7,2,2,1
20241263,20241263,3015,2,102,3,1,1,1,1
20241302,20241302,3015,2,103,9,1,1,1,1
20241147,20241147,3015,2,76,22,1,1,1,1
20243096,20243096,3015,2,104,3,1,1,1,1
20243248,20243248,3015,2,105,36,1,2,1,1
20241150,20241150,3015,2,106,37,8,2,1,1
20241247,20241247,3015,2,107,4,2,2,1,1
20241234,20241234,3015,2,108,1,1,2,1,1
20242110,20242110,3015,2,42,20,1,2,1,1
20242052,20242052,3015,2,109,32,5,2,1,1
20243247,20243247,3016,2,89,5,1,1,1,1
20243144,20243144,3016,2,85,4,2,2,1,1
20241235,20241235,3016,2,110,28,2,2,1,1
20243087,20243087,3016,2,111,27,1,1,2,1
20244061,20244061,3016,2,112,9,1,2,1,1
20241009,20241009,3016,2,113,28,1,1,1,1
20241072,20241072,3016,2,114,26,1,2,1,1
20243129,20243129,3016,2,58,4,2,2,1,1
20242219,20242219,3016,2,115,4,5,2,1,1
20241219,20241219,3016,2,2,28,1,2,1,1
20244010,20244010,3016,2,57,1,1,2,1,1
20244040,20244040,3016,2,77,22,1,1,1,1
20243171,20243171,3016,2,15,4,1,1,1,1
20242075,20242075,3016,2,116,28,1,1,1,1
20243079,20243079,3016,2,117,5,1,1,1,1
20245103,20245103,3016,2,7,17,5,1,1,1
20241045,20241045,3016,2,118,3,1,2,1,1
20243017,20243017,3016,2,119,4,2,2,2,1
20241160,20241160,3017,2,1,38,5,2,1,1
20241081,20241081,3017,2,120,4,2,2,1,1
20241135,20241135,3017,2,95,4,1,2,1,1
20241209,20241209,3017,2,121,9,2,2,1,1
20245051,20245051,3017,2,7,30,1,1,1,1
20242140,20242140,3004,2,80,4,5,1,2,1
20242142,20242142,3004,2,79,5,1,1,1,1
20243107,20243107,3004,2,15,31,1,2,1,1
20243020,20243020,3004,2,122,7,1,2,1,1
20241151,20241151,3004,2,123,10,1,1,1,1
20243158,20243158,3004,2,72,4,2,2,1,1
20241286,20241286,3004,2,18,28,1,2,1,1
20243102,20243102,3004,2,124,31,1,2,1,1
20241303,20241303,3004,2,125,1,1,1,1,1
20246029,20246029,3004,2,10,18,1,1,1,1
20248005,20248005,3004,2,93,28,1,1,1,1
20243035,20243035,3004,2,126,7,1,1,1,1
20244018,20244018,3004,2,127,39,1,1,1,1
20241060,20241060,3004,2,86,28,1,1,2,1
20242022,20242022,3004,2,128,7,5,2,1,1
20241037,20241037,3004,2,43,32,1,1,1,1
20241257,20241257,3004,2,129,3,1,1,1,1
20241128,20241128,3005,2,52,4,1,1,1,1
20243089,20243089,3005,2,130,13,1,1,1,1
20242181,20242181,3005,2,131,10,1,1,1,1
20243082,20243082,3005,2,132,4,2,2,1,1
20245080,20245080,3005,2,7,14,1,1,1,1
20243150,20243150,3005,2,122,4,1,2,1,1
20245041,20245041,3005,2,7,14,1,1,1,1
20245088,20245088,3005,2,7,14,2,1,1,1
20243239,20243239,3005,2,133,4,1,1,1,1
20243170,20243170,3005,2,70,26,1,1,1,1
20242040,20242040,3006,2,134,4,2,1,1,1
20243084,20243084,3006,2,126,31,1,2,1,1
20241030,20241030,3006,2,135,28,1,1,1,1
20245016,20245016,3006,2,7,16,1,1,3,1
