fact_crash_id,crash_id,date_id,holiday_id,location_id,road_id,vehicle_id,crash_type_id,number_fatalities,crash_count
20234024,20234024,2877,2,262,42,1,2,2,1
20232123,20232123,2877,2,66,20,1,1,1,1
20232010,20232010,2877,2,458,26,1,1,1,1
20235141,20235141,2877,2,363,14,5,1,1,1
20233077,20233077,2877,2,92,13,5,1,1,1
20231094,20231094,2877,2,153,37,1,1,1,1
20231055,20231055,2877,2,209,7,1,2,1,1
20231270,20231270,2877,2,49,25,1,2,1,1
20231246,20231246,2877,2,53,12,1,2,1,1
20231275,20231275,2877,2,46,37,5,2,1,1
20237020,20237020,2877,2,435,32,1,1,1,1
20234100,20234100,2864,2,191,56,1,1,1,1
20234073,20234073,2864,2,459,37,1,1,1,1
20233220,20233220,2864,2,137,4,5,2,1,1
20236002,20236002,2864,2,220,43,7,1,1,1
20231110,20231110,2864,2,460,1,1,2,1,1
20233028,20233028,2864,2,250,13,1,1,1,1
20234074,20234074,2864,2,14,5,2,1,1,1
20233168,20233168,2864,2,344,4,1,1,1,1
20234047,20234047,2864,2,461,42,1,1,1,1
20233171,20233171,2865,2,48,5,1,2,1,1
20233055,20233055,2865,2,122,31,1,2,1,1
20232109,20232109,2865,2,94,7,1,2,1,1
20232213,20232213,2865,2,66,1,1,1,1,1
20234049,20234049,2865,2,218,38,1,1,1,1
20231114,20231114,2865,2,38,9,2,2,1,1
20231093,20231093,2865,2,113,61,1,2,1,1
20232230,20232230,2865,2,66,35,1,1,1,1
20234050,20234050,2865,2,462,10,1,1,1,1
20231130,20231130,2865,2,13,9,2,1,2,1
20233261,20233261,2866,2,137,5,1,2,1,1
20233218,20233218,2866,2,87,4,1,2,1,1
20235062,20235062,2866,2,382,14,2,1,1,1
20231257,20231257,2866,2,103,25,1,2,1,1
20231112,20231112,2866,2,210,5,1,2,1,1
20233159,20233159,2866,2,105,36,1,2,1,1
20233096,20233096,2866,2,152,4,1,1,1,1
20231121,20231121,2866,2,47,4,2,2,1,1
20232089,20232089,2866,2,66,22,1,1,1,1
20232011,20232011,2866,2,205,25,1,2,1,1
20231237,20231237,2866,2,412,10,1,1,1,1
20231096,20231096,2866,2,148,3,1,1,1,1
20233202,20233202,2866,2,149,10,1,1,1,1
20235107,20235107,2866,2,364,14,1,1,1,1
20231017,20231017,2867,2,95,20,1,1,2,1
20235120,20235120,2867,2,363,16,1,1,1,1
20232229,20232229,2867,2,156,25,1,1,1,1
20233216,20233216,2867,2,35,3,1,2,1,1
20235104,20235104,2867,2,382,14,1,2,1,1
20231169,20231169,2867,2,463,56,1,2,1,1
20231181,20231181,2867,2,303,1,1,1,1,1
20232024,20232024,2867,2,66,1,1,1,1,1
20231215,20231215,2867,2,464,25,1,2,1,1
20231199,20231199,2867,2,38,5,1,1,1,1
20236030,20236030,2867,2,465,5,1,1,1,1
20234092,20234092,2867,2,466,10,1,1,1,1
20231212,20231212,2867,2,298,22,1,2,1,1
20234040,20234040,2867,2,269,12,1,1,1,1
20231208,20231208,2868,2,141,1,1,1,1,1
20231069,20231069,2868,2,86,9,2,1,1,1
20232149,20232149,2868,2,467,20,2,2,1,1
20233082,20233082,2868,2,130,3,1,2,1,1
20232140,20232140,2868,2,185,12,1,1,1,1
20232167,20232167,2868,2,69,13,5,2,1,1
20235138,20235138,2868,2,359,21,5,1,1,1
20232075,20232075,2868,2,424,36,2,2,1,1
20234028,20234028,2868,2,330,9,1,2,1,1
20231276,20231276,2868,2,310,1,1,2,1,1
20235088,20235088,2868,2,359,16,5,1,1,1
20234072,20234072,2868,2,468,42,1,1,1,1
20234075,20234075,2868,2,330,11,1,2,1,1
20232053,20232053,2868,2,415,26,1,2,1,1
20233037,20233037,2868,2,35,20,2,2,1,1
20233048,20233048,2868,2,335,5,1,1,1,1
20234014,20234014,2868,2,57,10,1,1,1,1
20235133,20235133,2868,2,364,14,1,1,1,1
20238001,20238001,2869,2,469,13,1,1,1,1
20232055,20232055,2869,2,317,4,5,2,1,1
20232148,20232148,2869,2,323,4,5,2,1,1
20232060,20232060,2869,2,341,4,5,2,2,1
20232193,20232193,2869,2,66,43,1,2,1,1
20232162,20232162,2869,2,252,26,1,1,1,1
20232100,20232100,2869,2,154,47,2,1,1,1
20232233,20232233,2869,2,173,5,2,2,1,1
20235072,20235072,2869,2,359,16,1,1,1,1
20236033,20236033,2869,2,97,9,1,2,1,1
20232105,20232105,2870,2,252,26,1,1,1,1
20235106,20235106,2870,2,363,14,1,1,1,1
20232013,20232013,2870,2,241,4,1,1,1,1
20233225,20233225,2870,2,104,5,1,1,1,1
20232221,20232221,2870,2,159,2,1,2,1,1
20233147,20233147,2870,2,28,4,2,2,1,1
20234076,20234076,2870,2,143,11,1,1,1,1
20232176,20232176,2870,2,94,20,1,1,1,1
20231006,20231006,2857,2,41,10,1,1,1,1
20233182,20233182,2857,2,35,10,1,1,1,1
20233023,20233023,2857,2,5,4,1,1,1,1
20232132,20232132,2857,2,254,4,1,2,1,1
20232160,20232160,2857,2,42,4,1,2,1,1
20232036,20232036,2857,2,226,1,1,2,1,1
20233041,20233041,2857,2,92,9,1,2,1,1
20232179,20232179,2857,2,372,8,1,2,1,1
20232041,20232041,2857,2,319,9,1,1,2,1
20232253,20232253,2857,2,470,31,1,2,1,1
20235076,20235076,2857,2,363,30,1,1,2,1
20233080,20233080,2857,2,328,4,1,2,1,1
20231197,20231197,2857,2,52,28,1,2,1,1
20233124,20233124,2857,2,152,5,2,2,1,1
20233236,20233236,2857,2,68,27,1,2,1,1
20235086,20235086,2857,2,359,16,1,1,1,1
20231213,20231213,2857,2,312,9,1,1,1,1
20234081,20234081,2857,2,413,25,1,2,1,1
20231041,20231041,2857,2,49,19,1,1,1,1
20233101,20233101,2857,2,104,4,2,1,1,1
20232155,20232155,2857,2,231,10,1,2,1,1
20231282,20231282,2857,2,384,12,1,2,1,1
20234103,20234103,2858,1,235,3,1,1,1,1
20234097,20234097,2858,2,461,9,1,1,1,1
20232003,20232003,2858,2,241,1,1,1,1,1
20231196,20231196,2858,2,63,4,5,2,1,1
20232078,20232078,2858,2,471,1,1,2,1,1
20233149,20233149,2858,2,104,2,5,1,2,1
20232164,20232164,2858,2,134,4,2,2,1,1
20231001,20231001,2858,2,17,9,1,1,1,1
20235073,20235073,2858,2,364,14,1,1,1,1
20231060,20231060,2858,2,74,1,1,1,1,1
20232058,20232058,2858,2,66,28,5,2,1,1
20233188,20233188,2858,2,308,4,1,1,1,1
20233129,20233129,2859,2,455,26,1,2,1,1
20232161,20232161,2859,2,150,26,1,2,1,1
20233003,20233003,2859,2,410,3,1,1,1,1
20231166,20231166,2859,2,1,3,1,1,1,1
20232234,20232234,2859,2,326,27,1,1,1,1
20236001,20236001,2859,2,390,1,1,1,1,1
20231277,20231277,2859,2,472,47,1,1,1,1
20234039,20234039,2859,2,473,4,1,2,1,1
20233047,20233047,2859,2,126,26,1,2,1,1
20234043,20234043,2859,2,145,3,1,1,1,1
20231014,20231014,2860,2,74,28,1,1,1,1
20233031,20233031,2860,2,137,26,1,2,1,1
20235015,20235015,2860,1,373,14,1,1,1,1
20233164,20233164,2860,1,30,7,5,2,1,1
20234003,20234003,2860,2,474,7,1,2,1,1
20237004,20237004,2860,2,475,52,1,1,1,1
20232054,20232054,2860,2,66,5,1,1,1,1
20234023,20234023,2860,2,473,71,1,1,1,1
20232039,20232039,2860,2,476,19,1,1,1,1
20232092,20232092,2860,2,477,1,1,1,1,1
20233239,20233239,2860,2,92,19,1,1,1,1
20233158,20233158,2860,2,39,7,1,1,1,1
20232008,20232008,2861,2,134,5,1,1,1,1
20232139,20232139,2861,2,311,20,1,2,1,1
20231013,20231013,2861,2,300,25,1,1,1,1
20231123,20231123,2862,2,62,2,1,1,2,1
20232019,20232019,2862,2,255,40,1,2,1,1
20236021,20236021,2862,2,367,3,1,1,1,1
20238002,20238002,2862,2,93,28,1,2,1,1
20232122,20232122,2862,2,205,11,1,2,2,1
20232111,20232111,2862,2,216,13,1,1,1,1
20234007,20234007,2862,2,478,9,1,1,1,1
20231240,20231240,2862,2,76,25,1,1,1,1
20231161,20231161,2862,2,297,3,1,2,1,1
20231099,20231099,2862,2,95,4,1,1,2,1
20232259,20232259,2862,1,189,20,1,2,1,1
20235119,20235119,2862,2,364,14,1,1,1,1
20233174,20233174,2862,2,267,4,7,2,3,1
20235045,20235045,2862,2,363,16,1,2,1,1
20235148,20235148,2862,2,359,16,2,2,1,1
20232101,20232101,2862,2,236,1,1,2,1,1
20232120,20232120,2862,2,94,3,1,2,1,1
20236013,20236013,2862,2,239,4,1,1,1,1
20233253,20233253,2862,2,250,26,1,1,1,1
20235056,20235056,2862,2,359,16,1,1,1,1
20235111,20235111,2862,2,359,21,1,1,1,1
20231209,20231209,2863,2,73,13,1,2,1,1
20231107,20231107,2863,2,43,3,1,2,1,1
20234083,20234083,2863,2,445,4,1,2,2,1
20235051,20235051,2863,2,363,21,1,1,1,1
20234046,20234046,2863,2,258,3,1,1,1,1
20232082,20232082,2863,2,240,28,1,1,1,1
20233092,20233092,2863,2,68,20,1,2,1,1
20235079,20235079,2863,2,359,21,1,2,1,1
20232177,20232177,2863,2,173,5,1,2,4,1
20233255,20233255,2863,2,263,12,1,2,1,1
20232142,20232142,2863,2,378,5,1,1,1,1
20235028,20235028,2863,2,359,30,1,2,1,1
20221099,20221099,2850,1,100,38,1,1,1,1
20221136,20221136,2850,2,12,3,1,1,1,1
20225001,20225001,2850,2,363,6,5,2,1,1
20221056,20221056,2850,1,21,45,1,1,1,1
20221035,20221035,2850,2,203,25,1,1,1,1
20221187,20221187,2850,1,443,4,1,2,1,1
20221203,20221203,2850,2,52,4,9,2,1,1
20223053,20223053,2850,1,92,7,1,2,3,1
20221170,20221170,2850,2,103,5,1,2,1,1
20222136,20222136,2850,1,273,31,3,1,1,1
20221220,20221220,2850,2,443,4,1,1,1,1
20221184,20221184,2850,1,203,22,1,2,1,1
20224015,20224015,2850,1,57,5,1,1,1,1
20225027,20225027,2850,2,364,34,1,1,1,1
20221079,20221079,2850,2,210,40,1,1,1,1
20225134,20225134,2850,2,359,16,1,1,1,1
20221252,20221252,2850,2,153,12,1,2,2,1
20225015,20225015,2851,2,363,16,1,1,1,1
20225048,20225048,2851,2,382,16,1,1,1,1
20222129,20222129,2851,2,236,5,3,1,1,1
20224050,20224050,2852,2,158,5,1,1,1,1
20225124,20225124,2852,2,359,34,1,1,1,1
20222153,20222153,2852,2,116,47,3,1,1,1
20222137,20222137,2852,1,415,35,3,1,1,1
20223141,20223141,2852,1,381,5,1,1,1,1
20223045,20223045,2852,2,27,11,1,2,2,1
20221135,20221135,2852,2,479,25,1,2,1,1
20223108,20223108,2852,1,157,22,1,1,1,1
20223271,20223271,2852,1,282,2,1,1,2,1
20222193,20222193,2852,1,249,10,3,2,1,1
20221109,20221109,2852,1,17,3,1,1,1,1
20225085,20225085,2852,1,382,14,2,2,1,1
20223123,20223123,2852,2,48,12,1,2,1,1
20223173,20223173,2852,1,68,4,2,2,1,1
20226027,20226027,2852,2,480,12,1,1,1,1
20223253,20223253,2852,2,126,26,1,2,1,1
20222022,20222022,2852,2,66,28,3,1,1,1
20222063,20222063,2852,1,66,25,3,1,1,1
20225146,20225146,2852,2,363,16,1,1,1,1
20223174,20223174,2852,2,126,19,1,2,1,1
20222171,20222171,2852,1,317,28,3,2,1,1
20225113,20225113,2852,2,363,16,1,1,1,1
20224019,20224019,2852,2,191,1,1,1,1,1
20225149,20225149,2853,2,382,14,5,2,2,1
20223023,20223023,2853,2,152,4,1,1,1,1
20222237,20222237,2853,2,131,5,3,1,1,1
20227028,20227028,2853,2,475,52,1,2,1,1
20222194,20222194,2853,2,424,3,3,2,1,1
20222085,20222085,2853,2,200,31,3,1,1,1
20221166,20221166,2853,2,120,28,1,2,1,1
20223107,20223107,2853,2,206,5,1,1,1,1
20225008,20225008,2853,2,364,14,1,1,1,1
20222030,20222030,2853,1,317,2,3,2,1,1
20223239,20223239,2853,2,15,13,1,1,1,1
20222167,20222167,2853,2,249,4,3,1,1,1
20223148,20223148,2854,2,15,12,5,2,1,1
20225118,20225118,2854,2,359,16,1,2,1,1
20225137,20225137,2854,2,364,14,5,1,1,1
20221143,20221143,2854,2,96,3,1,2,1,1
20221248,20221248,2854,2,201,4,2,2,1,1
20221194,20221194,2854,2,294,1,1,1,1,1
20223046,20223046,2854,2,130,22,1,1,1,1
20223093,20223093,2854,2,111,4,1,2,1,1
20221112,20221112,2854,1,91,5,1,2,1,1
20223058,20223058,2854,2,30,36,1,2,1,1
20221012,20221012,2854,2,481,28,2,2,1,1
20225083,20225083,2854,2,382,14,1,1,1,1
20221015,20221015,2854,2,482,28,1,2,1,1
20225068,20225068,2854,2,363,14,1,1,1,1
20223201,20223201,2854,2,126,7,1,1,1,1
20221202,20221202,2854,2,49,13,1,2,1,1
20225116,20225116,2854,2,359,16,1,1,1,1
20225081,20225081,2855,1,373,14,1,1,2,1
20221061,20221061,2855,1,1,4,1,2,1,1
20225028,20225028,2855,2,359,21,1,1,1,1
20224062,20224062,2855,1,6,9,1,1,3,1
20221047,20221047,2855,1,259,25,1,1,1,1
20221009,20221009,2855,2,16,3,1,1,1,1
20223090,20223090,2856,2,70,12,1,2,1,1
20225033,20225033,2856,2,359,21,1,2,1,1
20222210,20222210,2856,2,173,1,6,2,1,1
20225161,20225161,2856,2,359,34,1,2,1,1
20225157,20225157,2856,1,373,14,1,1,1,1
20221150,20221150,2856,2,153,18,1,1,1,1
20223163,20223163,2856,2,119,4,7,2,2,1
20223199,20223199,2856,2,70,19,1,1,1,1
20221082,20221082,2856,2,153,15,8,1,1,1
20223181,20223181,2856,2,92,13,1,2,1,1
20224055,20224055,2856,2,191,5,1,1,1,1
20223206,20223206,2856,1,35,26,1,1,1,1
20224032,20224032,2856,1,77,20,1,1,1,1
20222052,20222052,2843,2,88,4,1,2,1,1
20221262,20221262,2843,2,52,3,1,2,1,1
20222106,20222106,2843,2,150,22,1,1,1,1
20226038,20226038,2843,2,483,4,1,1,1,1
20223272,20223272,2843,2,92,3,5,2,1,1
20225075,20225075,2843,2,363,14,1,2,1,1
20222098,20222098,2843,2,351,27,1,1,1,1
20224002,20224002,2843,2,258,26,1,2,1,1
20221087,20221087,2843,2,289,9,1,1,1,1
20222108,20222108,2843,2,216,36,1,1,1,1
20223062,20223062,2843,2,8,5,1,1,1,1
20225128,20225128,2843,2,382,14,1,1,1,1
20224013,20224013,2843,2,235,26,1,1,1,1
20222182,20222182,2843,2,217,32,1,2,1,1
20223051,20223051,2844,2,59,7,1,1,1,1
20221233,20221233,2844,2,215,4,2,2,1,1
20221105,20221105,2844,2,44,10,1,1,1,1
20226040,20226040,2844,2,176,18,1,1,1,1
20221078,20221078,2844,2,52,7,1,1,1,1
20223219,20223219,2844,2,202,3,1,1,1,1
20222012,20222012,2844,2,216,3,1,2,1,1
20223091,20223091,2844,2,64,5,1,1,1,1
20222013,20222013,2845,2,150,20,1,1,1,1
20222016,20222016,2845,2,227,25,1,1,1,1
20223071,20223071,2845,2,92,13,1,2,2,1
20223074,20223074,2845,2,265,3,1,1,1,1
20221013,20221013,2845,2,18,5,1,1,1,1
20221086,20221086,2845,2,155,26,1,1,1,1
20223099,20223099,2845,2,70,26,1,1,1,1
20223158,20223158,2845,2,484,4,1,1,1,1
20221189,20221189,2845,2,32,4,1,2,1,1
20223078,20223078,2845,2,381,5,1,1,1,1
20225125,20225125,2845,2,359,21,1,2,2,1
20226034,20226034,2845,2,230,53,1,1,1,1
20221103,20221103,2845,2,4,25,1,1,1,1
20222004,20222004,2845,2,231,4,1,2,1,1
20225050,20225050,2845,2,364,14,1,1,1,1
20224054,20224054,2845,2,140,11,1,2,1,1
20223150,20223150,2845,2,327,7,1,1,1,1
20221181,20221181,2845,2,21,25,1,2,1,1
20221215,20221215,2845,2,279,12,1,2,1,1
20223113,20223113,2846,2,70,26,1,1,1,1
20223018,20223018,2846,2,126,55,1,1,1,1
20223223,20223223,2846,2,187,12,1,2,1,1
20225023,20225023,2846,2,363,30,1,2,1,1
20221040,20221040,2846,2,276,25,1,2,1,1
20225018,20225018,2846,2,363,30,1,1,1,1
20222023,20222023,2846,2,317,28,1,2,1,1
20225084,20225084,2846,2,359,17,1,2,1,1
20221042,20221042,2846,2,289,12,1,2,1,1
20223010,20223010,2846,2,68,10,1,1,1,1
20223012,20223012,2846,2,8,4,1,2,1,1
20222220,20222220,2846,2,485,1,1,1,1,1
20221031,20221031,2846,2,486,3,1,1,1,1
20222015,20222015,2846,2,200,25,1,1,1,1
20223028,20223028,2846,2,92,31,1,1,1,1
20222196,20222196,2847,2,22,9,1,1,1,1
20221081,20221081,2847,2,52,13,5,2,1,1
20221188,20221188,2847,2,289,38,5,2,1,1
20221173,20221173,2847,2,208,25,1,2,1,1
20221131,20221131,2847,2,44,4,1,1,1,1
20222159,20222159,2847,2,429,4,1,1,1,1
20225079,20225079,2847,2,363,17,1,1,1,1
20223052,20223052,2847,2,35,31,1,2,2,1
20223138,20223138,2847,2,122,19,1,1,1,1
20222031,20222031,2847,2,150,31,1,2,1,1
20223064,20223064,2847,2,381,7,1,2,1,1
20222121,20222121,2847,2,205,25,1,2,1,1
20227002,20227002,2847,2,487,50,1,1,1,1
20223198,20223198,2847,2,164,2,1,1,1,1
20223101,20223101,2848,2,488,12,2,2,2,1
20221110,20221110,2848,2,186,7,1,1,1,1
20222177,20222177,2848,2,227,25,1,1,1,1
20221116,20221116,2848,2,74,9,2,2,1,1
20226041,20226041,2848,2,239,11,5,1,1,1
20221161,20221161,2848,2,489,3,1,1,1,1
20224037,20224037,2848,2,490,25,1,2,1,1
20222036,20222036,2848,2,329,12,1,2,1,1
20221011,20221011,2848,2,421,5,2,1,1,1
20223065,20223065,2848,2,267,4,1,2,1,1
20221205,20221205,2848,2,118,4,1,1,1,1
20225123,20225123,2848,2,359,21,1,1,1,1
20224025,20224025,2848,2,90,12,1,2,1,1
20225088,20225088,2848,2,364,14,1,1,1,1
20223029,20223029,2849,2,122,19,5,2,1,1
20223220,20223220,2849,2,308,4,1,2,1,1
20225077,20225077,2849,2,363,14,1,1,1,1
20225102,20225102,2849,2,363,14,5,2,1,1
20225151,20225151,2849,2,7,23,1,1,1,1
20222051,20222051,2849,2,205,1,1,2,1,1
20221074,20221074,2849,2,394,5,1,1,1,1
20225094,20225094,2849,2,373,14,1,1,1,1
20223070,20223070,2849,2,92,26,1,2,1,1
20227005,20227005,2849,2,229,17,1,1,1,1
20223131,20223131,2849,2,30,7,1,1,1,1
20225043,20225043,2849,2,359,16,3,1,1,1
20225138,20225138,2849,2,359,34,1,1,1,1
20222157,20222157,2849,2,236,7,1,1,1,1
20226044,20226044,2836,2,483,9,5,2,2,1
20227017,20227017,2836,2,452,42,1,1,1,1
20223248,20223248,2836,2,152,2,1,2,1,1
20227027,20227027,2836,2,491,52,1,1,2,1
20222168,20222168,2836,2,66,9,1,2,1,1
20223044,20223044,2836,2,92,24,1,2,1,1
20227040,20227040,2836,2,253,31,8,2,1,1
20222163,20222163,2836,2,429,5,1,1,1,1
20222217,20222217,2836,2,193,4,1,1,1,1
20223024,20223024,2836,2,126,4,1,1,1,1
20221175,20221175,2836,2,2,31,1,1,1,1
20225143,20225143,2836,2,364,34,1,2,1,1
20225022,20225022,2836,2,7,34,1,1,1,1
20222207,20222207,2837,2,216,13,1,1,1,1
20224012,20224012,2837,2,77,22,1,1,1,1
20221052,20221052,2837,2,432,72,1,1,1,1
20225076,20225076,2837,2,363,30,1,2,1,1
20222178,20222178,2837,2,45,25,1,1,1,1
20221191,20221191,2837,2,43,20,1,2,1,1
20221051,20221051,2837,2,13,1,1,1,2,1
20223050,20223050,2838,2,250,24,1,1,1,1
20221234,20221234,2838,2,17,3,1,1,1,1
20222068,20222068,2838,2,414,35,1,1,1,1
20226023,20226023,2838,2,376,9,1,2,1,1
20221002,20221002,2838,2,18,5,1,1,1,1
20222126,20222126,2838,2,22,5,1,1,1,1
20225003,20225003,2838,2,382,14,1,1,1,1
20222102,20222102,2838,2,179,31,1,2,1,1
20221176,20221176,2838,2,49,32,1,1,1,1
20226011,20226011,2838,2,483,2,1,1,1,1
20221037,20221037,2838,2,169,3,1,1,1,1
20222139,20222139,2838,2,216,8,1,1,1,1
20228002,20228002,2838,2,93,13,1,1,1,1
20222211,20222211,2838,2,271,9,2,2,1,1
20223067,20223067,2838,2,39,34,1,1,1,1
20221077,20221077,2839,2,210,5,1,1,1,1
20223129,20223129,2839,2,177,7,1,1,1,1
20223059,20223059,2839,2,27,7,1,1,1,1
20228009,20228009,2839,2,93,20,1,1,2,1
20225103,20225103,2839,2,359,30,1,2,1,1
20223252,20223252,2839,2,358,35,1,2,1,1
20224044,20224044,2839,2,332,10,1,1,1,1
20222032,20222032,2839,2,414,31,1,2,1,1
20223146,20223146,2839,2,250,26,1,1,1,1
20221102,20221102,2839,2,454,10,1,1,1,1
20228007,20228007,2839,2,93,13,1,2,3,1
20221245,20221245,2839,2,108,1,1,2,1,1
20225010,20225010,2839,2,364,14,1,1,1,1
20221240,20221240,2839,2,303,9,1,2,1,1
20223055,20223055,2839,2,30,36,1,1,1,1
20223258,20223258,2839,2,27,5,1,2,1,1
20225082,20225082,2839,2,359,30,1,1,1,1
20223164,20223164,2839,2,101,13,1,2,1,1
20225025,20225025,2840,2,359,16,1,1,1,1
20221199,20221199,2840,2,74,4,1,2,1,1
20221016,20221016,2840,2,153,37,1,1,1,1
20222205,20222205,2840,2,311,20,2,2,1,1
20222103,20222103,2840,2,189,3,1,1,1,1
20225130,20225130,2840,2,364,14,1,1,1,1
20223152,20223152,2840,2,139,46,1,1,1,1
20225038,20225038,2840,2,364,14,1,1,1,1
20224065,20224065,2840,2,293,25,1,1,1,1
20221080,20221080,2841,2,16,20,1,1,1,1
20221008,20221008,2841,2,209,19,1,1,1,1
20225119,20225119,2841,2,364,14,2,1,1,1
20225057,20225057,2841,2,363,30,1,2,1,1
20222142,20222142,2841,2,236,47,1,2,1,1
20222079,20222079,2841,2,193,16,2,2,1,1
20222019,20222019,2841,2,197,3,1,1,1,1
20225002,20225002,2841,2,363,30,1,1,1,1
20223246,20223246,2841,2,492,27,1,1,1,1
20223135,20223135,2842,2,354,4,1,2,1,1
20225142,20225142,2842,2,364,14,5,2,1,1
20222180,20222180,2842,2,268,3,2,1,1,1
20221017,20221017,2842,2,178,1,1,1,1,1
20223166,20223166,2842,2,328,4,1,1,1,1
20222111,20222111,2842,2,159,12,5,2,1,1
20222135,20222135,2842,2,476,43,1,2,1,1
20221152,20221152,2842,2,49,25,1,2,1,1
20223162,20223162,2842,2,92,19,1,1,1,1
20221225,20221225,2842,2,37,18,1,1,1,1
20226005,20226005,2842,2,9,12,1,1,1,1
20223208,20223208,2829,2,70,26,1,1,1,1
20221230,20221230,2829,2,74,5,1,1,1,1
20226007,20226007,2829,2,3,31,1,1,1,1
20225071,20225071,2829,2,359,14,1,1,1,1
20223005,20223005,2829,2,35,5,2,2,1,1
20225153,20225153,2829,2,382,14,5,1,1,1
20223003,20223003,2829,2,427,26,5,2,1,1
20221132,20221132,2829,2,86,9,1,1,1,1
20225114,20225114,2829,2,363,14,1,1,1,1
20221094,20221094,2829,2,20,1,1,2,2,1
20222021,20222021,2829,2,493,10,1,2,1,1
20223209,20223209,2829,2,40,2,8,1,1,1
20221195,20221195,2829,2,17,2,1,1,1,1
20221026,20221026,2829,2,74,4,1,1,1,1
20221192,20221192,2829,2,302,9,1,2,1,1
20222073,20222073,2829,2,278,3,1,2,1,1
20225055,20225055,2829,2,382,14,7,2,1,1
20221163,20221163,2829,2,17,28,1,1,1,1
20223016,20223016,2829,2,30,26,1,1,1,1
20222204,20222204,2829,2,200,7,1,1,1,1
20225054,20225054,2829,2,382,14,1,1,1,1
20224007,20224007,2829,2,391,10,1,1,1,1
20225056,20225056,2829,2,364,17,1,1,1,1
20223249,20223249,2829,2,40,3,1,1,1,1
20226006,20226006,2829,2,225,4,1,1,1,1
20221126,20221126,2830,2,73,13,1,1,1,1
20221107,20221107,2830,2,238,5,1,1,1,1
20223226,20223226,2830,2,164,13,1,2,1,1
20223077,20223077,2830,2,137,30,1,1,1,1
20223002,20223002,2830,2,427,5,1,2,1,1
20222191,20222191,2830,2,319,4,7,2,1,1
20221097,20221097,2830,2,386,18,1,1,1,1
20223214,20223214,2830,2,24,20,1,2,1,1
20222040,20222040,2830,2,494,4,1,2,1,1
20223075,20223075,2830,2,282,2,1,1,1,1
20225078,20225078,2830,2,382,17,1,1,1,1
20225016,20225016,2831,2,363,14,1,1,1,1
20223073,20223073,2831,2,28,5,5,2,1,1
20221210,20221210,2831,2,312,9,1,2,2,1
20222037,20222037,2831,2,228,7,1,1,1,1
20224061,20224061,2831,2,29,1,1,1,1,1
20222184,20222184,2831,2,221,2,1,2,1,1
20223139,20223139,2831,2,92,19,1,1,1,1
20221180,20221180,2831,2,86,31,1,1,1,1
20224041,20224041,2831,2,258,31,1,1,1,1
20222190,20222190,2831,2,156,37,1,1,1,1
20222101,20222101,2832,2,236,20,1,1,1,1
20227025,20227025,2832,2,253,31,1,1,1,1
20221067,20221067,2832,2,61,32,1,1,1,1
20225096,20225096,2832,2,359,16,1,1,2,1
20223034,20223034,2832,2,263,4,2,2,1,1
20225086,20225086,2832,2,359,21,1,1,1,1
20222006,20222006,2832,2,424,28,1,2,1,1
20221190,20221190,2832,2,135,28,1,2,1,1
20222104,20222104,2832,2,116,47,1,1,1,1
20221106,20221106,2832,2,144,4,1,2,1,1
20223068,20223068,2832,2,30,36,1,1,1,1
20221250,20221250,2832,2,321,4,1,1,1,1
20221141,20221141,2832,2,409,5,1,1,1,1
20228006,20228006,2832,2,93,28,1,2,1,1
20226026,20226026,2832,2,31,4,1,1,1,1
20221162,20221162,2832,2,43,9,1,1,1,1
20225150,20225150,2832,2,364,14,1,1,1,1
20225030,20225030,2832,2,359,16,1,1,1,1
20222120,20222120,2832,2,82,4,1,2,1,1
20223217,20223217,2832,2,85,7,1,1,1,1
20222014,20222014,2833,2,182,9,2,1,1,1
20225006,20225006,2833,2,363,14,1,2,1,1
20222109,20222109,2833,2,470,31,1,1,1,1
20222166,20222166,2833,2,174,3,1,1,1,1
20223154,20223154,2833,2,164,19,1,1,1,1
20222131,20222131,2833,2,150,3,1,2,1,1
20222225,20222225,2833,2,161,7,2,2,1,1
20221174,20221174,2833,2,417,28,5,2,1,1
20224036,20224036,2833,2,6,9,1,1,1,1
20223031,20223031,2833,2,495,47,1,1,1,1
20223221,20223221,2833,2,70,26,1,2,1,1
20221140,20221140,2833,2,102,38,1,1,1,1
20222169,20222169,2833,2,496,3,1,1,1,1
20221237,20221237,2833,2,183,31,1,1,1,1
20221060,20221060,2833,2,186,9,1,2,1,1
20222090,20222090,2833,2,398,20,1,2,1,1
20222176,20222176,2834,2,150,11,1,2,1,1
20225037,20225037,2834,2,364,14,1,1,1,1
20222214,20222214,2834,2,197,25,5,2,1,1
20221243,20221243,2834,2,113,10,1,2,1,1
20225020,20225020,2834,2,359,34,5,1,1,1
20223118,20223118,2834,2,58,3,1,1,1,1
20222208,20222208,2834,2,231,10,1,1,1,1
20222172,20222172,2834,2,221,7,1,1,1,1
20221127,20221127,2834,2,209,12,1,2,1,1
20222206,20222206,2834,2,66,10,1,2,1,1
20225063,20225063,2834,2,359,73,5,1,1,1
20222183,20222183,2834,2,195,28,1,2,1,1
20225026,20225026,2834,2,373,21,5,1,1,1
20223153,20223153,2834,2,111,11,1,1,1,1
20221244,20221244,2834,2,497,7,1,1,5,1
20221133,20221133,2834,2,498,1,1,1,1,1
20224026,20224026,2834,2,77,7,1,1,1,1
20222199,20222199,2835,2,216,4,1,2,1,1
