person_id,age,age_group,gender,road_user
813,14,0-17,Female,Pedal cyclist
814,14,0-17,Male,Driver
815,27,26-40,Female,Pedal cyclist
816,71,65+,Male,
817,59,41-65,Female,
818,65,65+,Female,
819,0,0-17,,Passenger
820,45,41-65,Female,Passenger
821,41,41-65,Female,Pedestrian
822,95,65+,Male,Passenger
823,30,26-40,Female,Motorcycle rider
824,76,65+,Male,Passenger
825,77,65+,Male,Pedal cyclist
826,0,0-17,Male,
827,21,18-25,Female,
828,17,18-25,Female,Pedestrian
829,46,41-65,Female,Pedestrian
830,39,26-40,Female,Motorcycle rider
831,23,18-25,Male,Pedal cyclist
832,48,41-65,Male,Motorcycle pillion passenger
833,94,65+,Male,
834,73,65+,Female,Motorcycle rider
835,97,65+,Male,Pedestrian
836,19,18-25,Female,Pedal cyclist
837,22,18-25,Female,
838,21,18-25,Male,
839,76,65+,Female,Pedal cyclist
840,42,41-65,Female,Pedal cyclist
841,91,65+,Male,
842,94,65+,Male,Pedestrian
843,96,65+,Male,Passenger
844,35,26-40,Female,Motorcycle rider
845,6,0-17,Male,Motorcycle rider
846,45,41-65,Female,Motorcycle rider
847,91,65+,Female,Pedestrian
848,45,41-65,Female,Motorcycle pillion passenger
849,101,65+,Female,Passenger
850,0,0-17,Female,
851,48,41-65,Female,Motorcycle rider
852,35,26-40,Female,Pedal cyclist
853,98,65+,Female,
854,50,41-65,Female,Motorcycle pillion passenger
855,49,41-65,Female,Motorcycle pillion passenger
856,14,0-17,Male,Motorcycle pillion passenger
857,61,41-65,Female,
858,16,0-17,Male,Motorcycle pillion passenger
859,33,26-40,Female,Pedal cyclist
860,36,26-40,Female,Motorcycle rider
861,10,0-17,Female,Motorcycle pillion passenger
862,31,26-40,Female,Motorcycle rider
863,23,18-25,Male,
864,66,65+,Female,Pedal cyclist
865,51,41-65,Female,Motorcycle rider
866,18,18-25,Male,Motorcycle pillion passenger
867,5,0-17,Male,
868,12,0-17,Male,Pedal cyclist
869,96,65+,Male,Pedestrian
870,92,65+,Female,Passenger
871,93,65+,Male,Pedal cyclist
872,25,26-40,Male,Motorcycle pillion passenger
873,69,65+,Female,Pedal cyclist
874,88,65+,Male,Pedal cyclist
875,43,41-65,Female,Motorcycle pillion passenger
876,31,26-40,Male,Motorcycle pillion passenger
877,84,65+,Male,Motorcycle rider
878,97,65+,Female,Driver
879,92,65+,Male,Pedal cyclist
880,42,41-65,Female,Motorcycle rider
881,42,41-65,Female,Motorcycle pillion passenger
882,55,41-65,Female,Motorcycle pillion passenger
883,28,26-40,Female,Motorcycle pillion passenger
884,37,26-40,Female,Pedal cyclist
885,7,0-17,Male,Driver
886,100,65+,Male,Pedestrian
887,7,0-17,Male,Pedal cyclist
888,22,18-25,Male,
889,26,26-40,Male,
890,26,26-40,Male,Motorcycle pillion passenger
891,64,41-65,Female,Motorcycle rider
892,58,41-65,Female,Motorcycle pillion passenger
893,57,41-65,Female,Pedal cyclist
894,43,41-65,Female,Pedal cyclist
895,39,26-40,Male,Pedal cyclist
896,29,26-40,Female,Motorcycle rider
897,86,65+,Male,Motorcycle rider
898,49,41-65,Female,Pedal cyclist
899,18,18-25,Male,
900,33,26-40,Male,Pedal cyclist
901,48,41-65,Female,Pedal cyclist
902,43,41-65,Male,Motorcycle pillion passenger
903,37,26-40,Female,Motorcycle rider
904,40,41-65,Female,Pedal cyclist
905,31,26-40,Female,Pedal cyclist
906,99,65+,Female,Passenger
907,81,65+,Female,Motorcycle rider
908,38,26-40,Female,Motorcycle rider
909,33,26-40,Female,Motorcycle pillion passenger
910,82,65+,Male,
911,58,41-65,Female,Pedal cyclist
912,60,41-65,Female,
913,50,41-65,Female,Motorcycle rider
914,30,26-40,Male,Motorcycle pillion passenger
915,7,0-17,Female,Pedestrian
916,13,0-17,Female,Pedestrian
917,34,26-40,Female,Motorcycle pillion passenger
918,96,65+,Female,Driver
919,87,65+,Male,Pedal cyclist
920,26,26-40,Female,
921,32,26-40,Female,
922,7,0-17,Female,Motorcycle pillion passenger
923,18,18-25,Female,
924,39,26-40,Female,Motorcycle pillion passenger
925,13,0-17,Male,Pedal cyclist
926,15,0-17,Male,Motorcycle pillion passenger
927,52,41-65,Female,Motorcycle pillion passenger
928,20,18-25,Female,Motorcycle pillion passenger
929,15,0-17,Female,Motorcycle rider
930,26,26-40,Female,Pedal cyclist
931,13,0-17,Female,Driver
932,64,41-65,Female,Motorcycle pillion passenger
933,27,26-40,Male,Motorcycle pillion passenger
934,89,65+,Male,
935,66,65+,Female,Motorcycle rider
936,51,41-65,Female,Motorcycle pillion passenger
937,28,26-40,Female,Motorcycle rider
938,85,65+,Male,Pedal cyclist
939,10,0-17,Male,Pedal cyclist
940,16,0-17,Female,
941,19,18-25,Male,Motorcycle pillion passenger
942,40,41-65,Male,Motorcycle pillion passenger
943,53,41-65,Female,Motorcycle pillion passenger
944,59,41-65,Female,Pedal cyclist
945,25,26-40,Female,Motorcycle pillion passenger
946,32,26-40,Female,Motorcycle rider
947,98,65+,Male,Pedestrian
948,2,0-17,Male,Motorcycle pillion passenger
949,26,26-40,Female,Motorcycle pillion passenger
950,57,41-65,Female,Motorcycle pillion passenger
951,46,41-65,Male,Motorcycle pillion passenger
952,91,65+,Female,
953,36,26-40,Male,Motorcycle pillion passenger
954,12,0-17,Male,Motorcycle rider
955,18,18-25,Female,Motorcycle pillion passenger
956,61,41-65,Female,Pedal cyclist
957,32,26-40,Female,Motorcycle pillion passenger
958,46,41-65,Female,Motorcycle pillion passenger
959,98,65+,Male,Driver
960,6,0-17,Male,Pedal cyclist
961,56,41-65,Female,Motorcycle pillion passenger
962,20,18-25,Male,
963,91,65+,Male,Motorcycle rider
964,69,65+,Female,Motorcycle pillion passenger
965,19,18-25,Female,Motorcycle rider
966,0,0-17,Female,Pedestrian
967,38,26-40,Female,Pedal cyclist
968,11,0-17,Male,Motorcycle rider
969,21,18-25,Female,Motorcycle rider
970,38,26-40,Female,Motorcycle pillion passenger
971,16,0-17,Female,Motorcycle pillion passenger
972,25,26-40,Female,Pedal cyclist
973,62,41-65,Female,Motorcycle rider
974,10,0-17,Male,Motorcycle rider
975,0,0-17,Male,Driver
976,0,0-17,,Driver
977,6,0-17,Female,Pedestrian
978,0,0-17,Male,Pedal cyclist
979,24,18-25,Female,Motorcycle rider
980,29,26-40,Female,Pedal cyclist
981,3,0-17,Male,Pedal cyclist
982,36,26-40,Female,Motorcycle pillion passenger
983,18,18-25,Female,Pedal cyclist
984,66,65+,Female,Motorcycle pillion passenger
985,83,65+,Female,Pedal cyclist
986,11,0-17,Female,Pedal cyclist
987,89,65+,Male,Motorcycle rider
988,49,41-65,Male,
989,59,41-65,Female,Motorcycle pillion passenger
990,21,18-25,Female,Motorcycle pillion passenger
991,12,0-17,Female,Motorcycle pillion passenger
992,40,41-65,Female,Motorcycle pillion passenger
993,40,41-65,Male,
994,5,0-17,Male,Motorcycle rider
995,51,41-65,Female,
996,73,65+,Female,Pedal cyclist
997,15,0-17,Female,Pedal cyclist
998,54,41-65,Female,Pedal cyclist
999,56,41-65,Female,
1000,0,0-17,Female,Driver
1001,8,0-17,Male,Motorcycle rider
1002,8,0-17,Male,Motorcycle pillion passenger
1003,12,0-17,Male,Driver
1004,9,0-17,Male,Motorcycle rider
1005,10,0-17,Female,Pedal cyclist
1006,95,65+,Male,Driver
1007,48,41-65,Female,Motorcycle pillion passenger
1008,44,41-65,Female,Motorcycle pillion passenger
1009,51,41-65,Female,Pedal cyclist
1010,68,65+,Female,Motorcycle rider
1011,53,41-65,Female,Pedal cyclist
1012,12,0-17,Male,Motorcycle pillion passenger
1013,10,0-17,Female,
1014,75,65+,Female,Pedal cyclist
1015,23,18-25,Female,Pedal cyclist
1016,5,0-17,Female,Pedal cyclist
1017,24,18-25,Male,Motorcycle pillion passenger
1018,28,26-40,Male,Motorcycle pillion passenger
1019,91,65+,Male,Pedal cyclist
1020,71,65+,Female,Pedal cyclist
1021,11,0-17,Male,Motorcycle pillion passenger
1022,7,0-17,Male,Motorcycle pillion passenger
1023,42,41-65,Male,Motorcycle pillion passenger
1024,30,26-40,Female,Motorcycle pillion passenger
1025,3,0-17,Female,Motorcycle rider
1026,6,0-17,Female,Pedal cyclist
1027,13,0-17,Female,Pedal cyclist
1028,24,18-25,Female,Pedal cyclist
1029,37,26-40,Male,Motorcycle pillion passenger
1030,16,0-17,Female,Pedal cyclist
1031,11,0-17,Female,Driver
1032,23,18-25,Female,
1033,71,65+,Female,Motorcycle rider
1034,80,65+,Male,
1035,17,18-25,Male,
1036,90,65+,Male,Pedal cyclist
1037,10,0-17,Female,Motorcycle rider
1038,13,0-17,Male,Motorcycle pillion passenger
1039,99,65+,Male,Passenger
1040,14,0-17,Female,Motorcycle rider
1041,88,65+,Male,Motorcycle rider
1042,68,65+,Female,Motorcycle pillion passenger
1043,8,0-17,Female,Pedal cyclist
1044,14,0-17,Male,
1045,12,0-17,Female,Pedal cyclist
1046,46,41-65,Female,Pedal cyclist
1047,34,26-40,Male,Motorcycle pillion passenger
1048,27,26-40,Female,
1049,34,26-40,Female,Pedal cyclist
1050,9,0-17,Female,Pedal cyclist
1051,39,26-40,Female,Pedal cyclist
1052,35,26-40,Male,Motorcycle pillion passenger
1053,45,41-65,Male,Motorcycle pillion passenger
1054,14,0-17,Female,Motorcycle pillion passenger
1055,47,41-65,Male,Motorcycle pillion passenger
1056,11,0-17,Male,Driver
1057,29,26-40,Male,Motorcycle pillion passenger
1058,67,65+,Female,Pedal cyclist
1059,7,0-17,Female,Pedal cyclist
