date_id,year,month,quarter,day_of_week_name,day_type,christmas_period,easter_period
1197,1999,1,1,Wednesday,Weekday,False,False
1198,1999,2,1,Friday,Weekday,False,False
1199,1999,2,1,Friday,Weekend,False,False
1200,1999,2,1,Monday,Weekend,False,False
1201,1999,2,1,Monday,Weekday,False,False
1202,1999,2,1,Saturday,Weekend,False,False
1203,1999,2,1,Sunday,Weekend,False,False
1204,1999,2,1,Thursday,Weekday,False,False
1205,1999,2,1,Tuesday,Weekday,False,False
1206,1999,2,1,Wednesday,Weekday,False,False
1207,1999,3,1,Friday,Weekday,False,False
1208,1999,3,1,Friday,Weekend,False,False
1209,1999,3,1,Monday,Weekend,False,False
1210,1999,3,1,Monday,Weekday,False,False
1211,1999,3,1,Saturday,Weekend,False,False
1212,1999,3,1,Sunday,Weekend,False,False
1213,1999,3,1,Thursday,Weekday,False,False
1214,1999,3,1,Tuesday,Weekday,False,False
1215,1999,3,1,Wednesday,Weekday,False,False
1216,1999,4,2,Friday,Weekday,False,False
1217,1999,4,2,Friday,Weekend,False,False
1218,1999,4,2,Monday,Weekend,False,False
1219,1999,4,2,Monday,Weekday,False,False
1220,1999,4,2,Saturday,Weekend,False,False
1221,1999,4,2,Sunday,Weekend,False,False
1222,1999,4,2,Thursday,Weekday,False,False
1223,1999,4,2,Tuesday,Weekday,False,False
1224,1999,4,2,Wednesday,Weekday,False,False
1225,1999,5,2,Friday,Weekday,False,False
1226,1999,5,2,Friday,Weekend,False,False
1227,1999,5,2,Monday,Weekend,False,False
1228,1999,5,2,Monday,Weekday,False,False
1229,1999,5,2,Saturday,Weekend,False,False
1230,1999,5,2,Sunday,Weekend,False,False
1231,1999,5,2,Thursday,Weekday,False,False
1232,1999,5,2,Tuesday,Weekday,False,False
1233,1999,5,2,Wednesday,Weekday,False,False
1234,1999,6,2,Friday,Weekday,False,False
1235,1999,6,2,Friday,Weekend,False,False
1236,1999,6,2,Monday,Weekend,False,False
1237,1999,6,2,Monday,Weekday,False,False
1238,1999,6,2,Saturday,Weekend,False,False
1239,1999,6,2,Sunday,Weekend,False,False
1240,1999,6,2,Thursday,Weekday,False,False
1241,1999,6,2,Tuesday,Weekday,False,False
1242,1999,6,2,Wednesday,Weekday,False,False
1243,1999,7,3,Friday,Weekday,False,False
1244,1999,7,3,Friday,Weekend,False,False
1245,1999,7,3,Monday,Weekend,False,False
1246,1999,7,3,Monday,Weekday,False,False
1247,1999,7,3,Saturday,Weekend,False,False
1248,1999,7,3,Sunday,Weekend,False,False
1249,1999,7,3,Thursday,Weekday,False,False
1250,1999,7,3,Tuesday,Weekday,False,False
1251,1999,7,3,Wednesday,Weekday,False,False
1252,1999,8,3,Friday,Weekday,False,False
1253,1999,8,3,Friday,Weekend,False,False
1254,1999,8,3,Monday,Weekday,False,False
1255,1999,8,3,Saturday,Weekend,False,False
1256,1999,8,3,Sunday,Weekend,False,False
1257,1999,8,3,Thursday,Weekday,False,False
1258,1999,8,3,Tuesday,Weekday,False,False
1259,1999,8,3,Wednesday,Weekday,False,False
1260,1999,9,3,Friday,Weekday,False,False
1261,1999,9,3,Friday,Weekend,False,False
1262,1999,9,3,Monday,Weekend,False,False
1263,1999,9,3,Monday,Weekday,False,False
1264,1999,9,3,Saturday,Weekend,False,False
1265,1999,9,3,Sunday,Weekend,False,False
1266,1999,9,3,Thursday,Weekday,False,False
1267,1999,9,3,Tuesday,Weekday,False,False
1268,1999,9,3,Wednesday,Weekday,False,False
1269,1999,10,4,Friday,Weekday,False,False
1270,1999,10,4,Friday,Weekend,False,False
1271,1999,10,4,Monday,Weekend,False,False
1272,1999,10,4,Monday,Weekday,False,False
1273,1999,10,4,Saturday,Weekend,False,False
1274,1999,10,4,Sunday,Weekend,False,False
1275,1999,10,4,Thursday,Weekday,False,False
1276,1999,10,4,Tuesday,Weekday,False,False
1277,1999,10,4,Wednesday,Weekday,False,False
1278,1999,11,4,Friday,Weekday,False,False
1279,1999,11,4,Friday,Weekend,False,False
1280,1999,11,4,Monday,Weekend,False,False
1281,1999,11,4,Monday,Weekday,False,False
1282,1999,11,4,Saturday,Weekend,False,False
1283,1999,11,4,Sunday,Weekend,False,False
1284,1999,11,4,Thursday,Weekday,False,False
1285,1999,11,4,Tuesday,Weekday,False,False
1286,1999,11,4,Wednesday,Weekday,False,False
1287,1999,12,4,Friday,Weekday,True,False
1288,1999,12,4,Friday,Weekday,False,False
1289,1999,12,4,Friday,Weekend,False,False
1290,1999,12,4,Friday,Weekend,True,False
1291,1999,12,4,Monday,Weekend,False,False
1292,1999,12,4,Monday,Weekday,False,False
1293,1999,12,4,Monday,Weekday,True,False
1294,1999,12,4,Saturday,Weekend,True,False
1295,1999,12,4,Saturday,Weekend,False,False
1296,1999,12,4,Sunday,Weekend,False,False
1297,1999,12,4,Sunday,Weekend,True,False
1298,1999,12,4,Thursday,Weekday,True,False
1299,1999,12,4,Thursday,Weekday,False,False
1300,1999,12,4,Tuesday,Weekday,True,False
1301,1999,12,4,Tuesday,Weekday,False,False
1302,1999,12,4,Wednesday,Weekday,True,False
1303,1999,12,4,Wednesday,Weekday,False,False
1304,2000,1,1,Friday,Weekday,False,False
1305,2000,1,1,Friday,Weekend,False,False
1306,2000,1,1,Monday,Weekend,False,False
1307,2000,1,1,Monday,Weekday,False,False
1308,2000,1,1,Monday,Weekday,True,False
1309,2000,1,1,Saturday,Weekend,False,False
1310,2000,1,1,Saturday,Weekend,True,False
1311,2000,1,1,Sunday,Weekend,False,False
1312,2000,1,1,Sunday,Weekend,True,False
1313,2000,1,1,Thursday,Weekday,False,False
1314,2000,1,1,Tuesday,Weekday,False,False
1315,2000,1,1,Wednesday,Weekday,False,False
1316,2000,2,1,Friday,Weekday,False,False
1317,2000,2,1,Friday,Weekend,False,False
1318,2000,2,1,Monday,Weekend,False,False
1319,2000,2,1,Monday,Weekday,False,False
1320,2000,2,1,Saturday,Weekend,False,False
1321,2000,2,1,Sunday,Weekend,False,False
1322,2000,2,1,Thursday,Weekday,False,False
1323,2000,2,1,Tuesday,Weekday,False,False
1324,2000,2,1,Wednesday,Weekday,False,False
1325,2000,3,1,Friday,Weekday,False,False
1326,2000,3,1,Friday,Weekend,False,False
1327,2000,3,1,Monday,Weekend,False,False
1328,2000,3,1,Monday,Weekday,False,False
1329,2000,3,1,Saturday,Weekend,False,False
1330,2000,3,1,Sunday,Weekend,False,False
1331,2000,3,1,Thursday,Weekday,False,False
1332,2000,3,1,Tuesday,Weekday,False,False
1333,2000,3,1,Wednesday,Weekday,False,False
1334,2000,4,2,Friday,Weekday,False,False
1335,2000,4,2,Friday,Weekend,False,False
1336,2000,4,2,Monday,Weekend,False,False
1337,2000,4,2,Monday,Weekday,False,False
1338,2000,4,2,Saturday,Weekend,False,False
1339,2000,4,2,Sunday,Weekend,False,False
1340,2000,4,2,Thursday,Weekday,False,False
1341,2000,4,2,Tuesday,Weekday,False,False
1342,2000,4,2,Wednesday,Weekday,False,False
1343,2000,5,2,Friday,Weekday,False,False
1344,2000,5,2,Friday,Weekend,False,False
1345,2000,5,2,Monday,Weekend,False,False
1346,2000,5,2,Monday,Weekday,False,False
1347,2000,5,2,Saturday,Weekend,False,False
1348,2000,5,2,Sunday,Weekend,False,False
1349,2000,5,2,Thursday,Weekday,False,False
1350,2000,5,2,Tuesday,Weekday,False,False
1351,2000,5,2,Wednesday,Weekday,False,False
1352,2000,6,2,Friday,Weekday,False,False
1353,2000,6,2,Friday,Weekend,False,False
1354,2000,6,2,Monday,Weekend,False,False
1355,2000,6,2,Monday,Weekday,False,False
1356,2000,6,2,Saturday,Weekend,False,False
1357,2000,6,2,Sunday,Weekend,False,False
1358,2000,6,2,Thursday,Weekday,False,False
1359,2000,6,2,Tuesday,Weekday,False,False
1360,2000,6,2,Wednesday,Weekday,False,False
1361,2000,7,3,Friday,Weekday,False,False
1362,2000,7,3,Friday,Weekend,False,False
1363,2000,7,3,Monday,Weekend,False,False
1364,2000,7,3,Monday,Weekday,False,False
1365,2000,7,3,Saturday,Weekend,False,False
1366,2000,7,3,Sunday,Weekend,False,False
1367,2000,7,3,Thursday,Weekday,False,False
1368,2000,7,3,Tuesday,Weekday,False,False
1369,2000,7,3,Wednesday,Weekday,False,False
1370,2000,8,3,Friday,Weekday,False,False
1371,2000,8,3,Friday,Weekend,False,False
1372,2000,8,3,Monday,Weekend,False,False
1373,2000,8,3,Monday,Weekday,False,False
1374,2000,8,3,Saturday,Weekend,False,False
1375,2000,8,3,Sunday,Weekend,False,False
1376,2000,8,3,Thursday,Weekday,False,False
1377,2000,8,3,Tuesday,Weekday,False,False
1378,2000,8,3,Wednesday,Weekday,False,False
1379,2000,9,3,Friday,Weekday,False,False
1380,2000,9,3,Friday,Weekend,False,False
1381,2000,9,3,Monday,Weekday,False,False
1382,2000,9,3,Saturday,Weekend,False,False
1383,2000,9,3,Sunday,Weekend,False,False
1384,2000,9,3,Thursday,Weekday,False,False
1385,2000,9,3,Tuesday,Weekday,False,False
1386,2000,9,3,Wednesday,Weekday,False,False
1387,2000,10,4,Friday,Weekday,False,False
1388,2000,10,4,Friday,Weekend,False,False
1389,2000,10,4,Monday,Weekend,False,False
1390,2000,10,4,Monday,Weekday,False,False
1391,2000,10,4,Saturday,Weekend,False,False
1392,2000,10,4,Sunday,Weekend,False,False
1393,2000,10,4,Thursday,Weekday,False,False
1394,2000,10,4,Tuesday,Weekday,False,False
1395,2000,10,4,Wednesday,Weekday,False,False
1396,2000,11,4,Friday,Weekday,False,False
1397,2000,11,4,Friday,Weekend,False,False
1398,2000,11,4,Monday,Weekend,False,False
1399,2000,11,4,Monday,Weekday,False,False
1400,2000,11,4,Saturday,Weekend,False,False
1401,2000,11,4,Sunday,Weekend,False,False
1402,2000,11,4,Thursday,Weekday,False,False
1403,2000,11,4,Tuesday,Weekday,False,False
1404,2000,11,4,Wednesday,Weekday,False,False
1405,2000,12,4,Friday,Weekday,False,False
1406,2000,12,4,Friday,Weekday,True,False
1407,2000,12,4,Friday,Weekend,False,False
1408,2000,12,4,Monday,Weekend,False,False
1409,2000,12,4,Monday,Weekday,False,False
1410,2000,12,4,Monday,Weekday,True,False
1411,2000,12,4,Saturday,Weekend,False,False
1412,2000,12,4,Saturday,Weekend,True,False
1413,2000,12,4,Sunday,Weekend,False,False
1414,2000,12,4,Sunday,Weekend,True,False
1415,2000,12,4,Thursday,Weekday,False,False
1416,2000,12,4,Thursday,Weekday,True,False
1417,2000,12,4,Tuesday,Weekday,False,False
1418,2000,12,4,Tuesday,Weekday,True,False
1419,2000,12,4,Wednesday,Weekday,False,False
1420,2000,12,4,Wednesday,Weekday,True,False
1421,2001,1,1,Friday,Weekday,False,False
1422,2001,1,1,Friday,Weekend,False,False
1423,2001,1,1,Monday,Weekend,False,False
1424,2001,1,1,Monday,Weekend,True,False
1425,2001,1,1,Monday,Weekday,False,False
1426,2001,1,1,Monday,Weekday,True,False
1427,2001,1,1,Saturday,Weekend,False,False
1428,2001,1,1,Sunday,Weekend,False,False
1429,2001,1,1,Thursday,Weekday,False,False
1430,2001,1,1,Tuesday,Weekday,False,False
1431,2001,1,1,Tuesday,Weekday,True,False
1432,2001,1,1,Wednesday,Weekday,False,False
1433,2001,1,1,Wednesday,Weekday,True,False
1434,2001,2,1,Friday,Weekday,False,False
1435,2001,2,1,Friday,Weekend,False,False
1436,2001,2,1,Monday,Weekend,False,False
1437,2001,2,1,Monday,Weekday,False,False
1438,2001,2,1,Saturday,Weekend,False,False
1439,2001,2,1,Sunday,Weekend,False,False
1440,2001,2,1,Thursday,Weekday,False,False
1441,2001,2,1,Tuesday,Weekday,False,False
1442,2001,2,1,Wednesday,Weekday,False,False
1443,2001,3,1,Friday,Weekday,False,False
1444,2001,3,1,Friday,Weekend,False,False
1445,2001,3,1,Monday,Weekday,False,False
1446,2001,3,1,Saturday,Weekend,False,False
1447,2001,3,1,Sunday,Weekend,False,False
1448,2001,3,1,Thursday,Weekday,False,False
1449,2001,3,1,Tuesday,Weekday,False,False
1450,2001,3,1,Wednesday,Weekday,False,False
1451,2001,4,2,Friday,Weekday,False,False
1452,2001,4,2,Friday,Weekend,False,False
1453,2001,4,2,Monday,Weekend,False,False
1454,2001,4,2,Monday,Weekday,False,False
1455,2001,4,2,Saturday,Weekend,False,False
1456,2001,4,2,Sunday,Weekend,False,False
1457,2001,4,2,Thursday,Weekday,False,False
1458,2001,4,2,Tuesday,Weekday,False,False
1459,2001,4,2,Wednesday,Weekday,False,False
1460,2001,5,2,Friday,Weekday,False,False
1461,2001,5,2,Friday,Weekend,False,False
1462,2001,5,2,Monday,Weekday,False,False
1463,2001,5,2,Saturday,Weekend,False,False
1464,2001,5,2,Sunday,Weekend,False,False
1465,2001,5,2,Thursday,Weekday,False,False
1466,2001,5,2,Tuesday,Weekday,False,False
1467,2001,5,2,Wednesday,Weekday,False,False
1468,2001,6,2,Friday,Weekday,False,False
1469,2001,6,2,Friday,Weekend,False,False
1470,2001,6,2,Monday,Weekend,False,False
1471,2001,6,2,Monday,Weekday,False,False
1472,2001,6,2,Saturday,Weekend,False,False
1473,2001,6,2,Sunday,Weekend,False,False
1474,2001,6,2,Thursday,Weekday,False,False
1475,2001,6,2,Tuesday,Weekday,False,False
1476,2001,6,2,Wednesday,Weekday,False,False
1477,2001,7,3,Friday,Weekday,False,False
1478,2001,7,3,Friday,Weekend,False,False
1479,2001,7,3,Monday,Weekend,False,False
1480,2001,7,3,Monday,Weekday,False,False
1481,2001,7,3,Saturday,Weekend,False,False
1482,2001,7,3,Sunday,Weekend,False,False
1483,2001,7,3,Thursday,Weekday,False,False
1484,2001,7,3,Tuesday,Weekday,False,False
1485,2001,7,3,Wednesday,Weekday,False,False
1486,2001,8,3,Friday,Weekday,False,False
1487,2001,8,3,Friday,Weekend,False,False
1488,2001,8,3,Monday,Weekend,False,False
1489,2001,8,3,Monday,Weekday,False,False
1490,2001,8,3,Saturday,Weekend,False,False
1491,2001,8,3,Sunday,Weekend,False,False
1492,2001,8,3,Thursday,Weekday,False,False
1493,2001,8,3,Tuesday,Weekday,False,False
1494,2001,8,3,Wednesday,Weekday,False,False
1495,2001,9,3,Friday,Weekday,False,False
1496,2001,9,3,Friday,Weekend,False,False
1497,2001,9,3,Monday,Weekday,False,False
1498,2001,9,3,Saturday,Weekend,False,False
1499,2001,9,3,Sunday,Weekend,False,False
1500,2001,9,3,Thursday,Weekday,False,False
1501,2001,9,3,Tuesday,Weekday,False,False
1502,2001,9,3,Wednesday,Weekday,False,False
1503,2001,10,4,Friday,Weekday,False,False
1504,2001,10,4,Friday,Weekend,False,False
1505,2001,10,4,Monday,Weekend,False,False
1506,2001,10,4,Monday,Weekday,False,False
1507,2001,10,4,Saturday,Weekend,False,False
1508,2001,10,4,Sunday,Weekend,False,False
1509,2001,10,4,Thursday,Weekday,False,False
1510,2001,10,4,Tuesday,Weekday,False,False
1511,2001,10,4,Wednesday,Weekday,False,False
1512,2001,11,4,Friday,Weekday,False,False
1513,2001,11,4,Friday,Weekend,False,False
1514,2001,11,4,Monday,Weekend,False,False
1515,2001,11,4,Monday,Weekday,False,False
1516,2001,11,4,Saturday,Weekend,False,False
1517,2001,11,4,Sunday,Weekend,False,False
1518,2001,11,4,Thursday,Weekday,False,False
1519,2001,11,4,Tuesday,Weekday,False,False
1520,2001,11,4,Wednesday,Weekday,False,False
1521,2001,12,4,Friday,Weekday,False,False
1522,2001,12,4,Friday,Weekend,False,False
1523,2001,12,4,Friday,Weekend,True,False
1524,2001,12,4,Monday,Weekend,False,False
1525,2001,12,4,Monday,Weekend,True,False
1526,2001,12,4,Monday,Weekday,False,False
1527,2001,12,4,Monday,Weekday,True,False
1528,2001,12,4,Saturday,Weekend,False,False
1529,2001,12,4,Saturday,Weekend,True,False
1530,2001,12,4,Sunday,Weekend,False,False
1531,2001,12,4,Sunday,Weekend,True,False
1532,2001,12,4,Thursday,Weekday,False,False
1533,2001,12,4,Thursday,Weekday,True,False
1534,2001,12,4,Tuesday,Weekday,False,False
1535,2001,12,4,Tuesday,Weekday,True,False
1536,2001,12,4,Wednesday,Weekday,False,False
1537,2001,12,4,Wednesday,Weekday,True,False
1538,2002,1,1,Friday,Weekday,False,False
1539,2002,1,1,Friday,Weekend,False,False
1540,2002,1,1,Monday,Weekday,False,False
1541,2002,1,1,Saturday,Weekend,False,False
1542,2002,1,1,Sunday,Weekend,False,False
1543,2002,1,1,Thursday,Weekday,False,False
1544,2002,1,1,Thursday,Weekday,True,False
1545,2002,1,1,Tuesday,Weekday,True,False
1546,2002,1,1,Tuesday,Weekday,False,False
1547,2002,1,1,Wednesday,Weekday,False,False
1548,2002,1,1,Wednesday,Weekday,True,False
1549,2002,2,1,Friday,Weekday,False,False
1550,2002,2,1,Friday,Weekend,False,False
1551,2002,2,1,Monday,Weekend,False,False
1552,2002,2,1,Monday,Weekday,False,False
1553,2002,2,1,Saturday,Weekend,False,False
1554,2002,2,1,Sunday,Weekend,False,False
1555,2002,2,1,Thursday,Weekday,False,False
1556,2002,2,1,Tuesday,Weekday,False,False
1557,2002,2,1,Wednesday,Weekday,False,False
1558,2002,3,1,Friday,Weekday,False,False
1559,2002,3,1,Friday,Weekend,False,False
1560,2002,3,1,Monday,Weekend,False,False
1561,2002,3,1,Monday,Weekday,False,False
1562,2002,3,1,Saturday,Weekend,False,False
1563,2002,3,1,Sunday,Weekend,False,False
1564,2002,3,1,Thursday,Weekday,False,False
1565,2002,3,1,Tuesday,Weekday,False,False
1566,2002,3,1,Wednesday,Weekday,False,False
1567,2002,4,2,Friday,Weekday,False,False
1568,2002,4,2,Friday,Weekend,False,False
1569,2002,4,2,Monday,Weekend,False,False
1570,2002,4,2,Monday,Weekday,False,False
1571,2002,4,2,Saturday,Weekend,False,False
1572,2002,4,2,Sunday,Weekend,False,False
1573,2002,4,2,Thursday,Weekday,False,False
1574,2002,4,2,Tuesday,Weekday,False,False
1575,2002,4,2,Wednesday,Weekday,False,False
1576,2002,5,2,Friday,Weekday,False,False
1577,2002,5,2,Friday,Weekend,False,False
1578,2002,5,2,Monday,Weekday,False,False
1579,2002,5,2,Saturday,Weekend,False,False
1580,2002,5,2,Sunday,Weekend,False,False
1581,2002,5,2,Thursday,Weekday,False,False
1582,2002,5,2,Tuesday,Weekday,False,False
1583,2002,5,2,Wednesday,Weekday,False,False
1584,2002,6,2,Friday,Weekday,False,False
1585,2002,6,2,Friday,Weekend,False,False
1586,2002,6,2,Monday,Weekend,False,False
1587,2002,6,2,Monday,Weekday,False,False
1588,2002,6,2,Saturday,Weekend,False,False
1589,2002,6,2,Sunday,Weekend,False,False
1590,2002,6,2,Thursday,Weekday,False,False
1591,2002,6,2,Tuesday,Weekday,False,False
1592,2002,6,2,Wednesday,Weekday,False,False
1593,2002,7,3,Friday,Weekday,False,False
1594,2002,7,3,Friday,Weekend,False,False
1595,2002,7,3,Monday,Weekend,False,False
1596,2002,7,3,Monday,Weekday,False,False
1597,2002,7,3,Saturday,Weekend,False,False
1598,2002,7,3,Sunday,Weekend,False,False
1599,2002,7,3,Thursday,Weekday,False,False
1600,2002,7,3,Tuesday,Weekday,False,False
1601,2002,7,3,Wednesday,Weekday,False,False
1602,2002,8,3,Friday,Weekday,False,False
1603,2002,8,3,Friday,Weekend,False,False
1604,2002,8,3,Monday,Weekend,False,False
1605,2002,8,3,Monday,Weekday,False,False
1606,2002,8,3,Saturday,Weekend,False,False
1607,2002,8,3,Sunday,Weekend,False,False
1608,2002,8,3,Thursday,Weekday,False,False
1609,2002,8,3,Tuesday,Weekday,False,False
1610,2002,8,3,Wednesday,Weekday,False,False
1611,2002,9,3,Friday,Weekday,False,False
1612,2002,9,3,Friday,Weekend,False,False
1613,2002,9,3,Monday,Weekend,False,False
1614,2002,9,3,Monday,Weekday,False,False
1615,2002,9,3,Saturday,Weekend,False,False
1616,2002,9,3,Sunday,Weekend,False,False
1617,2002,9,3,Thursday,Weekday,False,False
1618,2002,9,3,Tuesday,Weekday,False,False
1619,2002,9,3,Wednesday,Weekday,False,False
1620,2002,10,4,Friday,Weekday,False,False
1621,2002,10,4,Friday,Weekend,False,False
1622,2002,10,4,Monday,Weekend,False,False
1623,2002,10,4,Monday,Weekday,False,False
1624,2002,10,4,Saturday,Weekend,False,False
1625,2002,10,4,Sunday,Weekend,False,False
1626,2002,10,4,Thursday,Weekday,False,False
1627,2002,10,4,Tuesday,Weekday,False,False
1628,2002,10,4,Wednesday,Weekday,False,False
1629,2002,11,4,Friday,Weekday,False,False
1630,2002,11,4,Friday,Weekend,False,False
1631,2002,11,4,Monday,Weekend,False,False
1632,2002,11,4,Monday,Weekday,False,False
1633,2002,11,4,Saturday,Weekend,False,False
1634,2002,11,4,Sunday,Weekend,False,False
1635,2002,11,4,Thursday,Weekday,False,False
1636,2002,11,4,Tuesday,Weekday,False,False
1637,2002,11,4,Wednesday,Weekday,False,False
1638,2002,12,4,Friday,Weekday,True,False
1639,2002,12,4,Friday,Weekday,False,False
1640,2002,12,4,Friday,Weekend,False,False
1641,2002,12,4,Friday,Weekend,True,False
1642,2002,12,4,Monday,Weekend,False,False
1643,2002,12,4,Monday,Weekday,False,False
1644,2002,12,4,Monday,Weekday,True,False
1645,2002,12,4,Saturday,Weekend,False,False
1646,2002,12,4,Saturday,Weekend,True,False
1647,2002,12,4,Sunday,Weekend,False,False
1648,2002,12,4,Sunday,Weekend,True,False
1649,2002,12,4,Thursday,Weekday,False,False
1650,2002,12,4,Thursday,Weekday,True,False
1651,2002,12,4,Tuesday,Weekday,False,False
1652,2002,12,4,Tuesday,Weekday,True,False
1653,2002,12,4,Wednesday,Weekday,True,False
1654,2002,12,4,Wednesday,Weekday,False,False
1655,2003,1,1,Friday,Weekday,False,False
1656,2003,1,1,Friday,Weekday,True,False
1657,2003,1,1,Friday,Weekend,False,False
1658,2003,1,1,Monday,Weekday,False,False
1659,2003,1,1,Saturday,Weekend,False,False
1660,2003,1,1,Sunday,Weekend,False,False
1661,2003,1,1,Thursday,Weekday,True,False
1662,2003,1,1,Thursday,Weekday,False,False
1663,2003,1,1,Tuesday,Weekday,False,False
1664,2003,1,1,Wednesday,Weekday,True,False
1665,2003,1,1,Wednesday,Weekday,False,False
1666,2003,2,1,Friday,Weekday,False,False
1667,2003,2,1,Friday,Weekend,False,False
1668,2003,2,1,Monday,Weekend,False,False
1669,2003,2,1,Monday,Weekday,False,False
1670,2003,2,1,Saturday,Weekend,False,False
1671,2003,2,1,Sunday,Weekend,False,False
1672,2003,2,1,Thursday,Weekday,False,False
1673,2003,2,1,Tuesday,Weekday,False,False
1674,2003,2,1,Wednesday,Weekday,False,False
1675,2003,3,1,Friday,Weekday,False,False
1676,2003,3,1,Friday,Weekend,False,False
1677,2003,3,1,Monday,Weekend,False,False
1678,2003,3,1,Monday,Weekday,False,False
1679,2003,3,1,Saturday,Weekend,False,False
1680,2003,3,1,Sunday,Weekend,False,False
1681,2003,3,1,Thursday,Weekday,False,False
1682,2003,3,1,Tuesday,Weekday,False,False
1683,2003,3,1,Wednesday,Weekday,False,False
1684,2003,4,2,Friday,Weekday,False,False
1685,2003,4,2,Friday,Weekend,False,False
1686,2003,4,2,Monday,Weekday,False,False
1687,2003,4,2,Saturday,Weekend,False,False
1688,2003,4,2,Sunday,Weekend,False,False
1689,2003,4,2,Thursday,Weekday,False,False
1690,2003,4,2,Tuesday,Weekday,False,False
1691,2003,4,2,Wednesday,Weekday,False,False
1692,2003,5,2,Friday,Weekday,False,False
1693,2003,5,2,Friday,Weekend,False,False
1694,2003,5,2,Monday,Weekend,False,False
1695,2003,5,2,Monday,Weekday,False,False
1696,2003,5,2,Saturday,Weekend,False,False
1697,2003,5,2,Sunday,Weekend,False,False
1698,2003,5,2,Thursday,Weekday,False,False
1699,2003,5,2,Tuesday,Weekday,False,False
1700,2003,5,2,Wednesday,Weekday,False,False
1701,2003,6,2,Friday,Weekday,False,False
1702,2003,6,2,Friday,Weekend,False,False
1703,2003,6,2,Monday,Weekend,False,False
1704,2003,6,2,Monday,Weekday,False,False
1705,2003,6,2,Saturday,Weekend,False,False
1706,2003,6,2,Sunday,Weekend,False,False
1707,2003,6,2,Thursday,Weekday,False,False
1708,2003,6,2,Tuesday,Weekday,False,False
1709,2003,6,2,Wednesday,Weekday,False,False
1710,2003,7,3,Friday,Weekday,False,False
1711,2003,7,3,Friday,Weekend,False,False
1712,2003,7,3,Monday,Weekend,False,False
1713,2003,7,3,Monday,Weekday,False,False
1714,2003,7,3,Saturday,Weekend,False,False
1715,2003,7,3,Sunday,Weekend,False,False
1716,2003,7,3,Thursday,Weekday,False,False
1717,2003,7,3,Tuesday,Weekday,False,False
1718,2003,7,3,Wednesday,Weekday,False,False
1719,2003,8,3,Friday,Weekday,False,False
1720,2003,8,3,Friday,Weekend,False,False
1721,2003,8,3,Monday,Weekend,False,False
1722,2003,8,3,Monday,Weekday,False,False
1723,2003,8,3,Saturday,Weekend,False,False
1724,2003,8,3,Sunday,Weekend,False,False
1725,2003,8,3,Thursday,Weekday,False,False
1726,2003,8,3,Tuesday,Weekday,False,False
1727,2003,8,3,Wednesday,Weekday,False,False
1728,2003,9,3,Friday,Weekday,False,False
1729,2003,9,3,Friday,Weekend,False,False
1730,2003,9,3,Monday,Weekend,False,False
1731,2003,9,3,Monday,Weekday,False,False
1732,2003,9,3,Saturday,Weekend,False,False
1733,2003,9,3,Sunday,Weekend,False,False
1734,2003,9,3,Thursday,Weekday,False,False
1735,2003,9,3,Tuesday,Weekday,False,False
1736,2003,9,3,Wednesday,Weekday,False,False
1737,2003,10,4,Friday,Weekday,False,False
1738,2003,10,4,Friday,Weekend,False,False
1739,2003,10,4,Monday,Weekday,False,False
1740,2003,10,4,Saturday,Weekend,False,False
1741,2003,10,4,Sunday,Weekend,False,False
1742,2003,10,4,Thursday,Weekday,False,False
1743,2003,10,4,Tuesday,Weekday,False,False
1744,2003,10,4,Wednesday,Weekday,False,False
1745,2003,11,4,Friday,Weekday,False,False
1746,2003,11,4,Friday,Weekend,False,False
1747,2003,11,4,Monday,Weekday,False,False
1748,2003,11,4,Saturday,Weekend,False,False
1749,2003,11,4,Sunday,Weekend,False,False
1750,2003,11,4,Thursday,Weekday,False,False
1751,2003,11,4,Tuesday,Weekday,False,False
1752,2003,11,4,Wednesday,Weekday,False,False
1753,2003,12,4,Friday,Weekday,False,False
1754,2003,12,4,Friday,Weekday,True,False
1755,2003,12,4,Friday,Weekend,True,False
1756,2003,12,4,Friday,Weekend,False,False
1757,2003,12,4,Monday,Weekend,False,False
1758,2003,12,4,Monday,Weekend,True,False
1759,2003,12,4,Monday,Weekday,False,False
1760,2003,12,4,Monday,Weekday,True,False
1761,2003,12,4,Saturday,Weekend,False,False
1762,2003,12,4,Saturday,Weekend,True,False
1763,2003,12,4,Sunday,Weekend,False,False
1764,2003,12,4,Sunday,Weekend,True,False
1765,2003,12,4,Thursday,Weekday,False,False
1766,2003,12,4,Tuesday,Weekday,True,False
1767,2003,12,4,Tuesday,Weekday,False,False
1768,2003,12,4,Wednesday,Weekday,False,False
1769,2003,12,4,Wednesday,Weekday,True,False
1770,2004,1,1,Friday,Weekday,False,False
1771,2004,1,1,Friday,Weekday,True,False
1772,2004,1,1,Friday,Weekend,False,False
1773,2004,1,1,Friday,Weekend,True,False
1774,2004,1,1,Monday,Weekday,False,False
1775,2004,1,1,Saturday,Weekend,False,False
1776,2004,1,1,Saturday,Weekend,True,False
1777,2004,1,1,Sunday,Weekend,False,False
1778,2004,1,1,Thursday,Weekday,True,False
1779,2004,1,1,Thursday,Weekday,False,False
1780,2004,1,1,Tuesday,Weekday,False,False
1781,2004,1,1,Wednesday,Weekday,False,False
1782,2004,2,1,Friday,Weekday,False,False
